date,open,high,low,close,volume,SMA30,SMA100,EMA10,EMA20,EMA30,EMA100,MACD,RSI,BBL,BBM,BBU,BBB,BBP,ATR,OBV,STOCH,K,D,J,VWAP,PSAR,ADX,DMIp,DMIm,CCI,WILLR,ROC,MFI,STDDEV,ROLLING_STD,KCLe,KCBe,KCUe,DCL,DCM,DCU,ULCER,HVOL,VAR,signal,confidence,rationale_bullish,rationale_bearish,score,expires,vol_avg20,strong_signal,confirm_count,confirm_ok,pos,returns,trade_cost,strategy_returns,equity_curve
2024-06-07,1.15999997,1.38,1.15999997,1.28999996,3469900,1.24766667,2.05775,1.17791773,1.20804898,1.26018919,2.38115731,-0.05579013,47.4327495,1.02349194,1.20950001,1.39550808,30.75784536,0.71638833,0.12544305,-8603300.0,48.73145963,48.73145963,33.99289529,78.20858829,1.27666664,1.04999995,23.73553596,20.92928273,17.52577228,50.95464828,-46.66667037,0.0,67.82802414,0.09542013,0.09542013,1.01008756,1.20804898,1.4060104,1.04999995,1.23499995,1.41999996,15.05029177,59.06922307,0.009105,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; SMA30 crossed below EMA30; SMA100 crossed below EMA100; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",7,2024-06-08,476436.36363636365,True,9,True,0,0.0038910428923979445,0.0,0.0,100000.0
2024-06-10,1.37,1.45000005,1.27999997,1.32000005,3668400,1.25000001,1.99365,1.20375088,1.21871099,1.26404795,2.36014429,-0.04056503,48.78655626,1.0284951,1.20700001,1.38550493,29.57827907,0.816518,0.12756722,-4934900.0,60.12035048,60.12035048,45.59074304,89.17956536,1.35000002,1.05659995,23.4467458,23.19633221,15.56343689,111.72955521,-32.49999188,-2.22221997,79.20629148,0.09157109,0.09157109,1.00722207,1.21871099,1.43019991,1.04999995,1.25,1.45000005,14.76726722,57.37870529,0.00838526,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; Price below VWAP (bearish); CCI overbought; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",6,2024-06-11,742433.3333333334,True,10,True,0,0.023255884442042962,0.0,0.0,100000.0
2024-06-11,1.35000002,1.38999999,1.27999997,1.28999996,1018300,1.24733334,1.92675,1.21943253,1.22550041,1.26572228,2.33895332,-0.03056742,47.50203029,1.03222406,1.20450001,1.37677596,28.60538759,0.74814826,0.12672978,-5953200.0,66.74242012,66.74242012,58.53141008,83.16444021,1.31999997,1.07233595,23.17858701,21.51746804,14.43701327,90.15501592,-40.0000125,-5.83941898,73.24309247,0.0883757,0.0883757,1.01320091,1.22550041,1.43779992,1.04999995,1.25,1.45000005,14.35655873,57.55838827,0.00781026,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); ROC strong down; DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",6,2024-06-12,763653.8461538461,True,11,True,0,-0.022727340048206757,0.0,-0.0,100000.0
2024-06-12,1.29999995,1.32000005,1.23000002,1.26999998,696900,1.24466667,1.86065,1.22862661,1.22973847,1.26599826,2.31778592,-0.02398163,46.64238405,1.03851544,1.20050001,1.36248458,26.98618386,0.71452653,0.12497895,-6650100.0,60.83332979,60.83332979,62.5653668,57.36925578,1.27333335,1.08744252,22.1626433,20.22751655,16.90202585,57.96916323,-45.00000625,-5.22388421,69.85651346,0.08309633,0.08309633,1.0205151,1.22973847,1.43896183,1.04999995,1.25,1.45000005,13.95726642,57.32723616,0.006905,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); ROC strong down; DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",6,2024-06-13,758885.7142857143,True,12,True,0,-0.015503860945856207,0.0,-0.0,100000.0
2024-06-13,1.26999998,1.32000005,1.15999997,1.32000005,394400,1.24266667,1.77585,1.24523996,1.23833481,1.26948224,2.29802779,-0.01455992,49.06217764,1.0395631,1.20000001,1.36043691,26.73948433,0.87397892,0.12664825,-6255700.0,60.83332979,60.83332979,62.80302657,56.89393624,1.26666669,1.10194482,20.86688893,18.14494429,19.66622409,59.03381799,-32.49999188,-2.22221997,67.14185851,0.0823024,0.0823024,1.01856127,1.23833481,1.45810834,1.04999995,1.25,1.45000005,13.34249932,59.00481539,0.00677368,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",8,2024-06-14,734586.6666666666,True,13,True,0,0.03937013447826998,0.0,0.0,100000.0
2024-06-14,1.32000005,1.35000002,1.25,1.28999996,270900,1.241,1.67775,1.25337815,1.2432553,1.27080597,2.27806684,-0.00940548,47.69936624,1.04155984,1.19875,1.35594016,26.22567864,0.7902534,0.12537811,-6526600.0,60.83332979,60.83332979,60.83332979,60.83332979,1.29666666,1.11586703,19.47616306,18.91323489,18.39171123,88.58413161,-40.0000125,-3.00752472,68.5682718,0.08063685,0.08063685,1.02536495,1.2432553,1.46114565,1.04999995,1.25,1.45000005,12.54489695,59.30874725,0.0065023,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",4,2024-06-15,705606.25,True,14,True,0,-0.022727340048206757,0.0,-0.0,100000.0
2024-06-17,1.28999996,1.29999995,1.25,1.26999998,98100,1.23933334,1.61545,1.2564003,1.24580241,1.27075397,2.25810512,-0.00685536,46.78959023,1.04232728,1.198,1.35367273,25.98876877,0.73125431,0.12178548,-6624700.0,60.83332979,60.83332979,60.83332979,60.83332979,1.27333331,1.12923235,18.1847873,18.27549078,17.77155261,69.89245157,-45.00000625,-3.42205916,69.34206382,0.07985842,0.07985842,1.03913973,1.24580241,1.4524651,1.04999995,1.25,1.45000005,11.51837626,59.41718062,0.00637737,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",4,2024-06-18,669870.5882352941,True,15,True,0,-0.015503860945856207,0.0,-0.0,100000.0
2024-06-18,1.24000001,1.27999997,1.23000002,1.23000002,107700,1.237,1.52875,1.25160025,1.24429742,1.26812468,2.2377466,-0.00797016,44.98767356,1.04232728,1.198,1.35367273,25.98876877,0.60277978,0.11836422,-6732400.0,53.33332917,53.33332917,58.33332958,43.33332833,1.24666667,1.14206306,17.06649714,17.63510259,18.55045565,44.30779223,-54.99999375,-4.28015185,69.55282922,0.07985842,0.07985842,1.0477931,1.24429742,1.44080175,1.04999995,1.25,1.45000005,10.30325728,59.90102836,0.00637737,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",4,2024-06-19,638638.8888888889,True,16,True,0,-0.03149603199206341,0.0,-0.0,100000.0
2024-06-20,1.22000003,1.27999997,1.21000004,1.24000001,125000,1.23533334,1.50645,1.24949111,1.24388815,1.26631019,2.21798925,-0.00795503,45.53823586,1.0438188,1.2005,1.3571812,26.10265687,0.62605217,0.1160593,-6607400.0,49.16666771,49.16666771,54.44444222,38.61111868,1.24333334,1.15438054,16.30689981,16.75017771,19.05330547,37.66651912,-52.49999688,0.8130073,71.32070492,0.08037576,0.08037576,1.0527652,1.24388815,1.43501109,1.04999995,1.25,1.45000005,9.113421,58.02043699,0.00646026,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",6,2024-06-21,611605.2631578947,True,17,True,0,0.00813007303853519,0.0,0.0,100000.0
2024-06-21,1.25999999,1.25999999,1.16999996,1.16999996,181400,1.23133334,1.49015,1.23503818,1.23685118,1.26009662,2.19723698,-0.01343657,42.41801801,1.04230903,1.19949999,1.35669096,26.20941432,0.40616498,0.11481743,-6788800.0,40.83333479,40.83333479,47.77777722,26.94444993,1.19999997,1.16620532,16.13225278,15.66198703,20.70286896,-2.61923997,-70.000005,-1.68068059,71.2250339,0.08063726,0.08063726,1.04678755,1.23685118,1.4269148,1.04999995,1.25,1.45000005,8.5620644,60.4380646,0.00650237,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",2,2024-06-22,590095.0,True,18,True,0,-0.0564516527705512,0.0,-0.0,100000.0
2024-07-18,1.28999996,1.5,1.19000006,1.20000005,503700,1.24366666,1.3762,1.21566187,1.22674433,1.23846701,1.90659831,-0.01426701,46.57333834,1.11983237,1.2355,1.35116762,18.72401867,0.34654329,0.11241432,-8008800.0,43.97064966,43.97064966,34.55262255,62.80670389,1.2966667,1.08000004,13.54457377,30.33968266,15.98714283,76.23214173,-71.42856633,-5.5118056,43.92066808,0.05933624,0.05933624,0.99927056,1.22674433,1.45421809,1.08000004,1.29000002,1.5,8.83530893,71.55405118,0.00352079,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); ROC strong down; DMIp strong; DMIm weak; SMA30 crossed above EMA30; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",5,2024-07-19,600570.0,True,19,True,0,0.02564110344072157,0.0,0.0,100000.0
2024-07-19,1.23000002,1.49000001,1.20000005,1.47000003,7016300,1.25433333,1.3749,1.26190518,1.24991154,1.25340463,1.8979528,0.00685213,58.08693238,1.09258496,1.247,1.40141503,24.7658434,1.22208006,0.12087335,-992500.0,63.4646952,63.4646952,49.37739309,91.63929943,1.3866667,1.08840004,14.79005163,25.22124121,13.29003965,170.5573168,-7.14285068,19.51219562,81.37086122,0.07921324,0.07921324,0.98886385,1.24991154,1.51095922,1.08000004,1.29000002,1.5,8.82616346,100.04446599,0.00627474,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"Price above upper Bollinger Band (overbought); CCI overbought; WILLR overbought; ROC strong up; MFI overbought; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",6,2024-07-20,946160.0,True,20,True,0,0.22499997395833438,0.0,0.0,100000.0
2024-07-22,1.88999999,2.58999991,1.30999994,1.37,100111600,1.261,1.3707,1.28155878,1.26134853,1.26092691,1.88749829,0.01534317,53.59528975,1.09799056,1.257,1.41600944,25.299831,0.85532482,0.17608583,-101104100.0,46.87796,46.87796,51.43776829,37.75834343,1.75666662,1.09663204,19.10917406,52.24192059,7.37554588,422.79298481,-80.79470298,10.48387008,98.64100118,0.08157012,0.08157012,0.78135301,1.26134853,1.74134405,1.08000004,1.83499998,2.58999991,8.73616947,103.71606543,0.00665368,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); WILLR oversold; DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"OBV falling (bearish volume); Price below VWAP (bearish); CCI overbought; ROC strong up; MFI overbought; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",5,2024-07-23,5945980.0,True,21,True,0,-0.06802722990420618,0.0,-0.0,100000.0
2024-08-20,1.04999995,1.65999997,1.02999997,1.32000005,112000800,1.06103334,1.25471,0.8480659,0.91996132,0.99015762,1.56827496,-0.10852225,55.34722048,0.13256864,0.97455,1.81653136,172.79387641,0.70514115,0.24429624,178236700.0,50.02559971,50.02559971,33.51291873,83.05096169,1.33666666,0.30199999,25.06268712,44.04993415,19.72334421,60.31745864,-35.48795605,-3.64963139,59.16352071,0.43192733,0.43192733,0.3583331,0.91996132,1.48158953,0.30199999,1.091,1.88,54.01153541,558.57783899,0.18656121,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),"MACD bearish; Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown); HVOL too high, avoid trade",8,2024-08-21,11532330.0,True,22,True,1,-0.036496313868613184,0.0015,-0.0,100000.0
