date,open,high,low,close,volume,SMA30,SMA100,EMA10,EMA20,EMA30,EMA100,MACD,RSI,BBL,BBM,BBU,BBB,BBP,ATR,OBV,STOCH,K,D,J,VWAP,PSAR,ADX,DMIp,DMIm,CCI,WILLR,ROC,MFI,STDDEV,ROLLING_STD,KCLe,KCBe,KCUe,DCL,DCM,DCU,ULCER,HVOL,VAR,chart_pattern,candle_pattern,signal,confidence,rationale_bullish,rationale_bearish,score,expires
2023-06-30 14:30:00,0.63,0.63999999,0.62,0.62,25945,0.64332607,0.67577534,0.63004583,0.637149,0.64308583,0.66646992,-0.00920682,39.74959178,0.61498277,0.6393648,0.66374683,7.62695351,0.10288783,0.01607253,-98562.0,33.60589956,33.60589956,35.62410093,29.56949684,0.62931003,0.60978003,17.70279548,16.22540748,18.70268359,-91.18003493,-78.30378531,-3.20062602,18.82410725,0.01250772,0.01250772,0.60453721,0.637149,0.66976078,0.60900003,0.63435,0.65969998,4.04121031,20.05766645,0.00015644,,,Strong Buy,0.98,ATR rising (volatility up); Price above PSAR (bullish); MFI oversold; DMIm weak; SMA30 crossed above EMA30; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4.0,2023-06-30 15:30:00
2023-06-30 15:30:00,0.62,0.62989998,0.62,0.62089998,12877,0.64191273,0.67528334,0.62838295,0.63560147,0.64165448,0.66556754,-0.0093789,40.13434093,0.61271399,0.63799235,0.66327071,7.92434646,0.16191699,0.01577846,-85685.0,29.39205666,29.39205666,34.35418166,19.46780666,0.62788357,0.61054443,16.94489855,15.49231153,17.85765941,-101.79491837,-76.52867508,-3.30166651,17.69509886,0.01296753,0.01296753,0.60420986,0.63560147,0.66699308,0.60900003,0.63435,0.65969998,4.30639843,20.03438529,0.00016816,,Doji,Strong Buy,0.98,Doji candle detected (potential reversal); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); CCI oversold; MFI oversold; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Doji candle detected (potential reversal); MACD bearish; Price below BBM (mid band); Price below VWAP (bearish); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),6.0,2023-06-30 16:30:00
2023-06-30 16:30:00,0.62400001,0.64899999,0.6207,0.63564998,75674,0.64109773,0.67463984,0.62970423,0.63560609,0.6412671,0.66497511,-0.0082302,46.0617264,0.6125356,0.63733485,0.66213409,7.78217132,0.46602986,0.016375,-10011.0,33.09945219,33.09945219,32.03246947,35.23341763,0.63218601,0.61129354,16.90818133,21.84177986,15.67710149,-18.28720173,-47.43594422,-1.9586689,27.9661784,0.01272174,0.01272174,0.60181368,0.63560609,0.6693985,0.60900003,0.63435,0.65969998,4.3745471,21.52735108,0.00016184,,,Strong Buy,0.98,ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); SMA30 crossed below EMA30; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),6.0,2023-06-30 17:30:00
2023-06-30 17:30:00,0.64230001,0.64230001,0.62540001,0.63990003,14293,0.6403644,0.67418784,0.63155801,0.63601504,0.6411789,0.66447858,-0.0068974,47.63048203,0.61251371,0.63703485,0.66155599,7.69852307,0.55842269,0.01640001,4282.0,46.77186669,46.77186669,36.42112518,67.47334971,0.63255776,0.6128018,16.87408688,20.25145982,14.53563735,-9.71165631,-39.05319433,-1.37176167,31.02727703,0.01257908,0.01257908,0.60222191,0.63601504,0.66980817,0.60900003,0.63435,0.65969998,4.3695969,21.6832717,0.00015823,,Spinning Top,Strong Buy,0.98,Spinning Top candle detected (indecision); Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Spinning Top candle detected (indecision); MACD bearish; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),9.0,2023-06-30 18:30:00
2023-06-30 18:30:00,0.6318,0.63849998,0.625,0.63440001,4999,0.6400144,0.67363884,0.63207474,0.63586123,0.64074155,0.66388296,-0.00621332,45.81968456,0.61222317,0.63668485,0.66114653,7.68407789,0.45329757,0.01632855,-717.0,59.98933787,59.98933787,46.62021892,86.72757577,0.63256034,0.61424973,16.79829265,18.9419569,13.76932545,-31.43676279,-49.90137071,-1.78046134,32.39779597,0.01254858,0.01254858,0.60244839,0.63586123,0.66927406,0.60900003,0.63435,0.65969998,4.30269613,21.82276121,0.00015747,,Spinning Top,Strong Buy,0.98,Spinning Top candle detected (indecision); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Spinning Top candle detected (indecision); MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4.0,2023-06-30 19:30:00
2023-06-30 19:30:00,0.63440001,0.63999999,0.63429999,0.63429999,31958,0.63982107,0.67307484,0.63247933,0.63571254,0.64032597,0.66329716,-0.00561454,45.78644665,0.61322785,0.63544985,0.65767185,6.99410109,0.47412788,0.01582223,-32675.0,63.27041757,63.27041757,56.67720738,76.45683797,0.63321208,0.61563974,16.85408373,19.133298,13.41203836,5.60642968,-50.09864901,-1.10695201,37.54630397,0.01139965,0.01139965,0.60439616,0.63571254,0.66702891,0.60900003,0.63395003,0.65890002,4.1831086,21.70875705,0.00012995,,Doji,Strong Buy,0.98,Doji candle detected (potential reversal); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Doji candle detected (potential reversal); MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4.0,2023-06-30 20:30:00
2023-07-03 13:30:00,0.64999998,0.69950002,0.6401,0.66009998,91284,0.63999273,0.67281684,0.63750126,0.63803515,0.64160171,0.66323385,-0.0030233,54.68887455,0.61202541,0.63596485,0.65990429,7.52854272,1.00408714,0.01817446,58609.0,61.07133871,61.07133871,61.44369805,60.32662004,0.66656667,0.61697415,19.68852489,36.60312435,10.16340041,243.55888278,-43.53596061,0.16691958,45.41782434,0.01228067,0.01228067,0.59728223,0.63803515,0.67878807,0.60900003,0.65425003,0.69950002,4.08099618,24.0821289,0.00015081,,Spinning Top,Strong Buy,0.98,Spinning Top candle detected (indecision); Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Spinning Top candle detected (indecision); MACD bearish; Price above upper Bollinger Band (overbought); Price below VWAP (bearish); CCI overbought; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),5.0,2023-07-03 14:30:00
2023-07-03 14:30:00,0.6875,0.69999999,0.67009997,0.69999999,108159,0.6413382,0.67295684,0.64886467,0.64393656,0.64536934,0.66396189,0.00222423,64.22761884,0.60200842,0.63847985,0.67495128,11.42445695,1.34340187,0.01920939,166768.0,73.23800088,73.23800088,65.85991905,87.99416453,0.67929276,0.6219257,22.33372166,31.73695794,8.7643423,299.81754161,0.0,7.72545245,56.08825642,0.01870945,0.01870945,0.59946487,0.64393656,0.68840825,0.60900003,0.65450001,0.69999999,4.00522304,30.91649558,0.00035004,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Price above upper Bollinger Band (overbought); CCI overbought; WILLR overbought; ROC strong up,9.0,2023-07-03 15:30:00
2023-07-03 15:30:00,0.69989997,0.69999999,0.68019998,0.69019997,25464,0.64284486,0.67295884,0.65638018,0.6483426,0.64826164,0.66448146,0.00552843,60.92018745,0.59795012,0.64004485,0.68213957,13.1536791,1.09574122,0.01923753,141304.0,81.89826064,81.89826064,72.06920008,101.55638176,0.68052013,0.62817164,24.78996998,29.56220173,8.16377095,233.61513972,-10.76925748,6.23364332,59.65803017,0.02159414,0.02159414,0.60433488,0.6483426,0.69235032,0.60900003,0.65450001,0.69999999,3.90108958,31.4985559,0.00046631,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; J overbought; OBV falling (bearish volume); CCI overbought; WILLR overbought; ROC strong up; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),2.0,2023-07-03 16:30:00
2023-07-05 13:30:00,0.7105,0.7123,0.69999999,0.7001,20720,0.64483153,0.67304984,0.66432924,0.65327188,0.65160605,0.66518678,0.00884393,62.94424801,0.59302266,0.64232485,0.69162704,15.35117038,1.08592887,0.01937388,162024.0,92.47349257,92.47349257,82.5365847,112.34730832,0.70413333,0.63391791,27.40571916,31.54793615,7.54251098,226.00870578,-11.8102648,6.25284243,59.87669516,0.02529149,0.02529149,0.60924584,0.65327188,0.69729792,0.60900003,0.66065002,0.7123,3.54780179,31.50669985,0.00063966,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; D overbought; J overbought; Price below VWAP (bearish); CCI overbought; WILLR overbought; ROC strong up; Price below Donchian Channel Upper (breakdown),3.0,2023-07-05 14:30:00
2023-07-05 14:30:00,0.70039999,0.71740001,0.7001,0.71179998,17114,0.64715486,0.67331684,0.67296028,0.65884598,0.65548953,0.66610981,0.01227409,65.1820039,0.58809243,0.64591485,0.70373726,17.90403599,1.06971968,0.0192751,179138.0,90.65056614,90.65056614,88.34077312,95.27015219,0.70668154,0.64175612,29.9618304,31.42325708,7.0878032,184.60493466,-5.16608029,8.75476992,62.68111704,0.02966227,0.02966227,0.61571766,0.65884598,0.70197431,0.60900003,0.66320002,0.71740001,3.17572481,31.64549401,0.00087985,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; D overbought; CCI overbought; WILLR overbought; ROC strong up; Price below Donchian Channel Upper (breakdown),6.0,2023-07-05 15:30:00
2023-07-05 15:30:00,0.71025002,0.71740001,0.69709998,0.71740001,22615,0.64945656,0.67354084,0.68104023,0.66442256,0.65948375,0.66712546,0.01526839,66.20758691,0.5848087,0.65010985,0.71541099,20.08926438,1.01522959,0.01932392,201753.0,94.24031863,94.24031863,92.45479245,97.811371,0.70815997,0.65083339,32.00426321,29.1988361,7.63221299,149.01564903,0.0,12.09375331,69.07746308,0.03349878,0.03349878,0.62153502,0.66442256,0.70731009,0.60900003,0.66320002,0.71740001,2.94991376,30.16608117,0.00112217,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),Price above upper Bollinger Band (overbought); STOCH overbought; K overbought; D overbought; CCI overbought; WILLR overbought; ROC strong up,7.0,2023-07-05 16:30:00
2023-07-05 16:30:00,0.70109999,0.71740001,0.70109999,0.71740001,10342,0.65174323,0.67371383,0.6876511,0.66946803,0.66322029,0.66812099,0.01744035,66.20758691,0.58298468,0.6541624,0.72534012,21.76148306,0.94422337,0.01917988,201753.0,98.17707357,98.17707357,94.35598611,105.81924848,0.7087161,0.65882138,33.90080461,27.51459212,7.19197254,126.48502434,0.0,13.24388834,71.11378115,0.0365134,0.0365134,0.62756025,0.66946803,0.7113758,0.60900003,0.66320002,0.71740001,2.6589444,29.7027277,0.00133323,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),STOCH overbought; K overbought; D overbought; J overbought; CCI overbought; WILLR overbought; ROC strong up,6.0,2023-07-05 17:30:00
2023-07-05 17:30:00,0.7105,0.71740001,0.69010001,0.69120002,20785,0.65325323,0.67356683,0.68829636,0.67153774,0.66502543,0.668578,0.01685326,57.47513128,0.5841271,0.65673745,0.7293478,22.11244451,0.73731169,0.01956666,180968.0,91.03354302,91.03354302,94.48364507,84.1333389,0.70663946,0.66585082,34.44133738,24.92174394,10.31125749,86.83684018,-24.16973693,8.61964084,70.26847238,0.03724832,0.03724832,0.62842118,0.67153774,0.7146543,0.60900003,0.66320002,0.71740001,2.58031678,33.25528976,0.00138744,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); Price below VWAP (bearish); ROC strong up; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4.0,2023-07-05 18:30:00
2023-07-05 18:30:00,0.69120002,0.69999999,0.68000001,0.68000001,16792,0.6545399,0.67334683,0.68678793,0.67234367,0.66599153,0.66880418,0.01530777,54.26268068,0.58644543,0.6589975,0.73154956,22.01891968,0.64474096,0.0195873,164176.0,78.2340919,78.2340919,89.14823616,56.40580338,0.7035446,0.67203672,33.97013991,23.19710055,13.09241665,54.16996374,-34.50185138,6.2999991,67.96190272,0.03721842,0.03721842,0.62952393,0.67234367,0.71516341,0.60900003,0.66320002,0.71740001,2.47178405,33.98072619,0.00138521,,,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; STDDEV low volatility; ROLLING_STD low volatility; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),D overbought; OBV falling (bearish volume); Price below VWAP (bearish); ROC strong up; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),6.0,2023-07-05 19:30:00
