date,open,high,low,close,volume,SMA30,SMA100,EMA10,EMA20,EMA30,EMA100,MACD,RSI,BBL,BBM,BBU,BBB,BBP,ATR,OBV,STOCH,K,D,J,VWAP,PSAR,ADX,DMIp,DMIm,CCI,WILLR,ROC,MFI,STDDEV,ROLLING_STD,KCLe,KCBe,KCUe,DCL,DCM,DCU,ULCER,HVOL,VAR,signal,confidence,rationale_bullish,rationale_bearish,score,expires
2023-06-26 13:30:00,250.06500244,258.36999512,250.0,254.72000122,41727003,262.70726674,247.8049823,258.28479686,259.82528887,259.97936449,244.63170353,-1.33602175,45.53145835,254.06604442,260.17665176,266.28725911,4.69727572,0.05350997,4.63176948,582275770.0,41.3147428,41.3147428,52.35199429,19.24023982,254.36333211,249.08389701,30.8008666,13.64564305,36.69078837,-154.59338848,-70.10774854,-4.88022656,32.81870972,3.13467543,3.13467543,250.21790939,259.82528887,269.43266835,248.25,257.26499939,266.27999878,3.50007764,20.42412442,9.82619004,Strong Buy,0.98,ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); CCI oversold; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low volatility (HVOL < 20),MACD bearish; Price below BBM (mid band); OBV falling (bearish volume); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),2,2023-06-26 14:30:00
2023-06-28 13:30:00,249.69999695,257.29998779,248.88999939,257.29501343,43536328,253.7930425,251.88176743,249.77998059,250.948753,252.51174726,245.25865572,-2.17510954,54.05194487,238.04214554,250.34031982,262.63849411,9.82516463,0.78275309,4.43232075,613711649.0,66.92794538,66.92794538,52.04949381,96.68484852,254.4950002,240.69999695,35.30071993,26.43008734,23.20843,55.1670665,-23.70112719,1.00298653,48.23174644,6.30883029,6.30883029,242.27866948,250.948753,259.61883651,240.69999695,251.57500458,262.45001221,5.89042706,20.27673728,39.80133964,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),MACD bearish; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),7,2023-06-28 14:30:00
2023-06-28 14:30:00,257.30999756,259.88000488,254.8999939,255.99060059,30984827,253.67739614,252.2287735,250.90918422,251.42892896,252.73618941,245.47116948,-1.51935739,52.65152351,238.4446964,250.10509949,261.76550257,9.32440251,0.75237125,4.45842809,582726822.0,77.81835046,77.81835046,64.42600508,104.60304123,255.50474935,241.03199677,33.79968235,28.4647541,21.34766114,90.05496728,-29.69842339,-0.30742199,54.18469572,5.98166057,5.98166057,242.63599416,251.42892896,260.22186375,240.69999695,251.57500458,262.45001221,5.68651431,20.17239592,35.7802632,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5); Low volatility (HVOL < 20),MACD bearish; J overbought; OBV falling (bearish volume); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4,2023-06-28 15:30:00
2023-06-28 15:30:00,255.99000549,258.88000488,255.6000061,256.20001221,20438010,253.49822947,252.50677368,251.87115295,251.88331784,252.95966185,245.68362181,-0.97157165,52.85741378,239.12213819,249.80960083,260.49706347,8.5564867,0.79896766,4.40225738,603164832.0,86.83499945,86.83499945,77.1937651,106.11746815,255.80361519,241.78591709,32.40587745,26.93309873,20.19896828,98.16798999,-28.73561202,-1.72423521,49.91399138,5.48255265,5.48255265,243.30304373,251.88331784,260.46359195,240.69999695,251.56499482,262.42999268,5.2873794,19.40109388,30.05838359,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout); Low drawdown (ULCER < 5),MACD bearish; STOCH overbought; K overbought; J overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),3,2023-06-28 16:30:00
2023-06-28 16:30:00,256.20498657,256.91000366,253.8999939,256.31988525,20522481,253.40405935,252.7819725,252.68001337,252.30584807,253.17645045,245.89424089,-0.52176023,52.98030466,239.40081016,249.67259522,259.94438027,8.22820386,0.82357034,4.33589795,623687313.0,80.65778243,80.65778243,81.77037745,78.4325924,255.7869717,242.5096806,30.62257291,25.5731672,22.0308352,89.50331198,-28.11830939,-2.20903454,46.13265858,5.26931455,5.26931455,243.96940773,252.30584807,260.64228841,240.69999695,250.29000092,259.88000488,4.95676013,19.27587144,27.76567584,Strong Buy,0.98,Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),MACD bearish; STOCH overbought; K overbought; D overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),2,2023-06-28 17:30:00
2023-06-28 17:30:00,256.2901001,256.98999023,254.05999756,256.25500488,15397779,253.20089264,253.10647156,253.33001182,252.68195824,253.37506687,246.09940454,-0.16857353,52.90193303,239.34435541,249.71334534,260.08233526,8.30471428,0.81544343,4.26889054,608289534.0,81.11729613,81.11729613,82.870026,77.61183638,255.78477864,243.20449357,28.98667213,24.42482404,20.92333226,91.77993208,-18.89988791,-1.08275794,49.54186305,5.3191796,5.3191796,244.58137076,252.68195824,260.78254572,240.69999695,250.29000092,259.88000488,4.5714201,18.88355435,28.2936716,Hold,0.5,Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),MACD bearish; STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); WILLR overbought; SMA30 crossed below EMA30; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),-2,2023-06-28 18:30:00
2023-06-28 18:30:00,256.25,257.14001465,254.47999573,256.01000977,16196593,252.99422658,253.41866165,253.81728418,252.99891553,253.54506319,246.29565414,0.090517,52.59346538,239.38611843,249.68634644,259.98657444,8.25053364,0.80696715,4.1922127,592092941.0,80.78708695,80.78708695,80.85405517,80.65315051,255.79489845,243.87151403,27.50768354,23.54481482,19.94314201,94.36103306,-20.17723415,0.22314725,53.53110628,5.28390548,5.28390548,245.1631423,252.99891553,260.83468876,240.69999695,250.29000092,259.88000488,4.10745303,18.23277501,27.91965708,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),STOCH overbought; K overbought; D overbought; OBV falling (bearish volume); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),2,2023-06-28 19:30:00
2023-06-28 19:30:00,255.97999573,256.54998779,255.31010437,256.3999939,8945305,252.76939341,253.72036255,254.28686776,253.32282776,253.72925226,246.49574008,0.32358646,53.05102012,239.28161166,249.77034607,260.25908048,8.39870271,0.8160366,4.05151218,601038246.0,80.87863456,80.87863456,80.92767255,80.78055858,255.81162829,244.51185366,26.13434848,23.00385992,19.4849375,94.20963656,-18.14394964,-0.05846576,55.94898849,5.38060722,5.38060722,245.99715037,253.32282776,260.64850514,240.69999695,250.29000092,259.88000488,3.50077052,18.176493,28.95093408,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),STOCH overbought; K overbought; D overbought; WILLR overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),3,2023-06-28 20:30:00
2023-06-29 13:30:00,258.02999878,260.73999023,253.61000061,255.47999573,40589891,252.51906331,254.02326248,254.50380012,253.52827232,253.84220346,246.67364613,0.42911298,51.8123171,239.30274556,250.07834549,260.85394542,8.61777928,0.75064267,4.19821897,560448355.0,77.92129684,77.92129684,79.86233945,74.03921163,256.60999552,245.12657971,25.93642231,27.45843588,17.05786292,91.05755423,-26.24748635,0.29836468,64.57126625,5.52776613,5.52776613,245.54218524,253.52827232,261.51435941,240.69999695,250.71999359,260.73999023,3.0447292,18.04175077,30.55619836,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),OBV falling (bearish volume); Price below VWAP (bearish); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),3,2023-06-29 14:30:00
2023-06-29 14:30:00,255.47999573,258.64001465,254.19999695,258.12609863,22360742,252.30360006,254.35842346,255.16239985,253.96616054,254.11858379,246.90042737,0.71798541,54.98645464,239.87282951,250.79265061,261.7124717,8.70824649,0.83578609,4.20974162,582809097.0,79.61209461,79.61209461,79.47067534,79.89493316,256.74451664,246.06338434,25.75263504,25.34154856,15.74279989,85.08458397,-13.04337563,3.53204358,70.44471579,5.60175002,5.60175002,245.89493553,253.96616054,262.03738556,240.69999695,250.71999359,260.73999023,2.49186987,16.5485547,31.37960334,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),WILLR overbought; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),6,2023-06-29 15:30:00
2023-06-29 15:30:00,258.13989258,258.92999268,256.61999512,257.63000488,15350098,252.39993337,254.64512344,255.61105531,254.3150981,254.34512709,247.11289425,0.89655336,54.2825781,240.25033971,251.35701065,262.46368159,8.83736714,0.78239759,4.11921458,567458999.0,79.37892217,79.37892217,78.97077121,80.1952241,256.93705714,246.94398069,25.65328519,24.81202745,15.0909465,84.92468275,-15.51889418,5.65535136,75.72940809,5.69760197,5.69760197,246.57256164,254.3150981,262.05763456,240.69999695,250.71999359,260.73999023,1.75258548,14.18288873,32.46266824,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above VWAP (bullish); Price above PSAR (bullish); Strong trend (ADX > 25); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),OBV falling (bearish volume); WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),3,2023-06-29 16:30:00
2023-06-29 16:30:00,257.62149048,257.66000366,254.44999695,256.42550659,16109059,252.38811696,254.88272858,255.75913736,254.51608938,254.47934512,247.29730242,0.93015456,52.56709487,240.91378294,251.89878616,262.88378939,8.72175956,0.70604092,4.07589024,551349940.0,78.47970846,78.47970846,79.15690842,77.12530856,256.80762561,247.77174127,24.71708033,23.36425912,18.15488239,59.06495965,-21.5293667,4.09295602,76.50515357,5.63518775,5.63518775,246.8995075,254.51608938,262.13267127,240.69999695,250.71999359,260.73999023,1.2740156,14.1168407,31.75534102,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),OBV falling (bearish volume); Price below VWAP (bearish); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),2,2023-06-29 17:30:00
2023-06-29 17:30:00,256.42999268,256.69000244,254.67999268,255.83000183,12242348,252.22595011,255.11504257,255.77202181,254.6412239,254.56648426,247.46626676,0.89837558,51.71861557,241.86875791,252.45628662,263.04381534,8.38761344,0.65932496,3.97745281,539107592.0,71.95629283,71.95629283,76.60497449,62.65892952,256.68431001,248.5498362,23.84775227,22.47974434,17.46758211,48.50238059,-24.50094834,4.16955318,77.00099757,5.43128763,5.43128763,247.36717177,254.6412239,261.91527604,240.69999695,250.71999359,260.73999023,1.02306591,14.08647215,29.49888534,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); Price above PSAR (bullish); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),OBV falling (bearish volume); Price below VWAP (bearish); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),2,2023-06-29 18:30:00
2023-06-29 18:30:00,255.8500061,257.30938721,255.1000061,256.32000732,13040954,252.03295085,255.35962967,255.87165554,254.80110804,254.67961478,247.64158836,0.90232838,52.38266041,243.91629779,253.22128677,262.52627576,7.34929445,0.66650856,3.89320825,552148546.0,66.21796137,66.21796137,72.21798756,54.217909,256.63624239,249.28124545,23.23099319,22.71798812,16.71837103,51.19624654,-22.05581034,4.75724006,76.77959084,4.77335863,4.77335863,247.79898828,254.80110804,261.8032278,240.8500061,250.79499816,260.73999023,0.68211183,13.93578238,22.78495265,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above PSAR (bullish); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),Price below VWAP (bearish); STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4,2023-06-29 19:30:00
2023-06-29 19:30:00,256.29998779,257.58999634,255.83999634,257.52999878,9094163,251.98195089,255.6080397,256.17317249,255.06100239,254.86351052,247.83739846,0.99166589,54.02225335,245.1590353,253.84452667,262.53001804,6.84315828,0.71216256,3.79109221,561242709.0,67.34495664,67.34495664,68.50640361,65.02206269,256.660987,249.96877013,22.74706606,22.48210272,16.12828978,59.34587875,-16.13873309,6.85005154,79.92382052,4.45556306,4.45556306,248.39241785,255.06100239,261.72958694,241.80000305,251.26999664,260.73999023,0.49413378,12.44994301,19.8520422,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Keltner Channel Upper (potential resistance); Price below Donchian Channel Upper (breakdown),4,2023-06-29 20:30:00
2023-06-30 13:30:00,260.6000061,264.23999023,259.89001465,263.48498535,36708547,252.25011698,255.9022905,257.50259301,255.86328649,255.4197347,248.14725167,1.52540029,60.9674645,246.12401419,254.77119598,263.41837778,6.78819421,1.0038514,3.93016329,597951256.0,76.53578828,76.53578828,70.0329021,89.54156063,262.53833008,250.61504334,23.92237104,32.22891891,14.07671325,157.48052978,-3.3645513,7.51627913,79.48706787,4.43591066,4.43591066,248.55171162,255.86328649,263.17486135,243.43499756,253.83749389,264.23999023,0.49413378,13.44495623,19.6773034,Strong Buy,0.98,MACD bullish; Price above BBM (mid band); ATR rising (volatility up); OBV rising (bullish volume); Price above VWAP (bullish); Price above PSAR (bullish); DMIp strong; DMIm weak; Price above Keltner Channel Lower (potential support); Price above Donchian Channel Lower (breakout),Price above upper Bollinger Band (overbought); CCI overbought; WILLR overbought; ROC strong up; STDDEV high volatility; ROLLING_STD high volatility; Price below Donchian Channel Upper (breakdown),3,2023-06-30 14:30:00
